age,city_tier,device,membership,cuisine,weather,day_of_week,hour,is_weekend,distance_km,prior_orders_90d,avg_basket_90d,rating_avg,support_tickets_30d,promo_type,delivery_fee,eta_minutes,basket_value,discount_amount,order_total,net_margin_usd,complaint_within_48h,discount%,amount_prior_discount,delivery_fee%,avg_order_total_90d
41,T2,android,plus,indian,clear,5,22,1,2.64,8,13.19,4.08,0,percent20,3.29,31.0,20.6,4.12,19.77,5.35,0,20.839656044511887,23.89,16.641375821952455,12.63624683864441
50,T1,web,none,italian,clear,5,15,1,4.46,6,30.01,4.06,0,none,4.09,43.0,43.06,0.0,47.15,17.93,0,0.0,47.15,8.674443266171792,32.61320042417816
35,T2,android,plus,american,rain,1,10,0,4.67,6,9.65,4.28,0,none,4.64,39.9,13.06,0.0,17.7,6.21,0,0.0,17.7,26.214689265536723,12.179717514124295
29,T1,android,none,italian,clear,1,8,0,3.82,7,21.53,4.27,0,none,4.15,32.6,29.77,0.0,33.92,13.18,0,0.0,33.92,12.234669811320757,24.16412441037736
51,T2,ios,none,indian,clear,6,6,1,7.72,9,27.65,5.0,0,percent20,4.98,49.2,31.51,6.3,30.19,5.52,0,20.86783703212984,36.49,16.495528320635973,26.441056641271942
55,T1,web,none,middle_eastern,rain,3,15,0,1.45,3,21.78,4.12,0,none,3.9,31.3,30.39,0.0,34.29,14.19,0,0.0,34.29,11.37357830271216,24.25716535433071
38,T1,android,none,thai,clear,1,3,0,2.59,7,27.9,4.53,0,percent20,3.24,25.9,28.59,5.72,26.11,6.77,0,21.907315204902336,31.83,12.409038682497128,25.249980850248946
19,T1,ios,none,middle_eastern,hot,2,0,0,4.1,8,27.37,4.54,0,none,3.85,31.6,29.43,0.0,33.28,14.17,0,0.0,33.28,11.568509615384617,30.53630108173077
39,T1,android,none,thai,clear,3,21,0,8.71,5,24.24,4.47,0,none,6.39,55.6,31.66,0.0,38.05,13.2,0,0.0,38.05,16.793692509855454,28.310791064388958
55,T2,ios,plus,mexican,clear,3,0,0,3.19,9,22.46,4.25,0,none,3.45,27.6,34.58,0.0,38.03,16.47,0,0.0,38.03,9.071785432553249,24.49752300815146
59,T3,android,pro,mexican,rain,1,5,0,2.42,5,13.35,5.0,0,percent10,4.27,28.6,14.88,1.49,17.66,6.57,0,8.437146092865232,19.15,24.178935447338613,15.451528878822197
34,T2,ios,pro,indian,rain,1,13,0,1.23,6,11.45,3.95,2,none,3.63,24.6,15.82,0.0,19.45,8.98,0,0.0,19.45,18.663239074550127,13.586940874035989
24,T1,android,none,italian,clear,2,4,0,2.26,9,17.88,4.42,0,flat3,3.21,24.3,20.85,3.0,21.06,6.46,0,14.245014245014245,24.06,15.242165242165242,18.058290598290597
42,T1,android,none,mexican,clear,1,16,0,1.3,7,7.94,4.5,1,none,2.9,23.7,12.46,0.0,15.36,6.39,0,0.0,15.36,18.880208333333336,9.439088541666667
52,T3,android,plus,italian,clear,6,13,1,3.06,10,23.84,3.67,0,none,3.2,28.5,32.61,0.0,35.81,15.34,0,0.0,35.81,8.936051382295448,25.970354649539235
57,T1,ios,none,american,clear,0,1,0,6.28,10,33.87,3.76,2,none,4.98,40.5,45.19,0.0,50.17,16.01,1,0.0,50.17,9.92625074745864,37.23202112816424
20,T1,ios,none,middle_eastern,cold,5,11,1,5.63,9,19.47,4.68,0,none,4.33,44.2,24.81,0.0,29.14,10.84,0,0.0,29.14,14.859299931365822,22.363105696636925
30,T3,web,none,mexican,clear,2,19,0,6.47,11,20.25,4.36,0,none,3.83,44.4,22.6,0.0,26.43,9.33,0,0.0,26.43,14.491108588724936,23.1844494892168
38,T1,web,none,american,rain,3,9,0,2.03,12,11.88,3.85,0,percent20,4.11,32.7,15.11,3.02,16.2,4.44,0,18.641975308641975,19.22,25.37037037037037,12.679333333333336
22,T1,android,plus,chinese,clear,2,16,0,1.64,6,20.6,4.68,0,none,3.17,25.4,24.57,0.0,27.74,11.76,0,0.0,27.74,11.427541456380679,22.95407354001442
55,T1,ios,none,middle_eastern,clear,6,13,1,5.45,8,19.6,4.19,0,percent20,4.21,41.9,31.52,6.3,29.43,7.38,0,21.406727828746178,35.73,14.305130818892287,18.208086986068636
22,T2,android,none,thai,hot,6,11,1,7.34,9,16.52,4.58,0,none,5.19,41.0,19.75,0.0,24.94,7.43,0,0.0,24.94,20.809943865276665,19.957802726543704
45,T1,web,plus,american,rain,2,13,0,4.46,9,23.86,4.84,0,none,5.02,42.7,40.02,0.0,45.04,20.58,0,0.0,45.04,11.145648312611012,26.519351687388987
56,T2,ios,none,thai,clear,0,11,0,5.7,3,13.96,4.18,0,flat3,4.28,38.1,15.49,3.0,16.77,4.4,0,17.88908765652952,19.77,25.521765056648782,15.02552176505665
46,T1,android,none,american,clear,1,1,0,4.28,6,19.94,3.57,1,none,3.79,37.8,27.49,0.0,31.28,12.47,0,0.0,31.28,12.116368286445013,22.356003836317136
50,T1,android,none,mexican,clear,5,10,1,3.32,6,22.09,3.98,0,none,3.38,32.7,36.43,0.0,39.81,14.22,0,0.0,39.81,8.490329063049485,23.96551369002763
29,T1,ios,pro,middle_eastern,clear,5,9,1,3.68,6,29.84,3.55,1,percent10,3.83,34.0,36.65,3.66,36.82,11.26,0,9.940249864204237,40.480000000000004,10.40195545898968,29.977772949483974
52,T3,web,plus,thai,hot,0,18,0,7.26,6,20.74,3.93,0,none,4.65,44.8,31.2,0.0,35.85,12.58,1,0.0,35.85,12.97071129707113,23.43012552301255
35,T1,web,none,mexican,clear,0,17,0,4.23,5,15.56,4.73,0,none,3.82,34.5,19.83,0.0,23.65,9.02,0,0.0,23.65,16.152219873150106,18.07328541226216
20,T2,android,plus,chinese,clear,3,13,0,7.22,5,19.3,3.99,0,percent10,4.26,40.0,20.9,2.09,23.07,6.33,0,9.05938448201127,25.16,18.46553966189857,21.11538794971825
33,T1,android,pro,middle_eastern,clear,5,9,1,4.88,5,24.2,3.86,1,percent10,4.27,37.4,30.3,3.03,31.54,9.46,0,9.606848446417247,34.57,13.538363982244766,25.15142675967026
32,T1,web,none,indian,hot,5,15,1,3.02,8,13.62,4.79,0,none,3.6,30.9,15.65,0.0,19.25,8.41,0,0.0,19.25,18.7012987012987,16.167116883116883
39,T1,ios,none,indian,clear,0,23,0,5.92,5,14.78,4.18,0,none,5.05,45.9,17.3,0.0,22.35,6.68,0,0.0,22.35,22.595078299776283,18.119552572706933
29,T2,android,none,indian,rain,6,20,1,4.32,6,18.75,4.33,0,none,4.99,53.8,19.49,0.0,24.48,6.97,1,0.0,24.48,20.383986928104576,22.57199754901961
37,T2,ios,plus,indian,clear,1,5,0,8.25,9,7.85,3.87,0,none,4.78,49.8,10.51,0.0,15.29,3.48,1,0.0,15.29,31.262262916939182,10.304087638979725
35,T3,ios,none,chinese,clear,1,6,0,2.63,8,17.16,4.68,0,none,3.05,32.5,21.88,0.0,24.93,9.9,0,0.0,24.93,12.234255916566385,19.25939831528279
31,T3,ios,none,mexican,clear,2,11,0,1.31,2,15.26,4.26,0,flat3,2.73,20.5,15.02,3.0,14.75,4.64,0,20.33898305084746,17.75,18.508474576271187,14.98066440677966
47,T2,ios,none,chinese,rain,5,15,1,6.29,7,21.49,4.52,0,none,4.94,54.1,35.01,0.0,39.95,14.83,1,0.0,39.95,12.365456821026283,24.14733667083855
30,T2,web,plus,mexican,clear,2,16,0,9.31,7,14.83,3.74,0,percent10,5.21,53.0,13.14,1.31,17.04,4.29,0,7.687793427230048,18.349999999999998,30.57511737089202,18.22419014084507
50,T2,web,plus,mexican,cold,4,18,0,7.33,3,17.5,4.7,0,none,4.66,43.9,16.16,0.0,20.82,6.28,0,0.0,20.82,22.382324687800192,21.416906820365035
28,T2,android,none,mexican,clear,1,13,0,9.78,10,17.71,4.36,1,none,6.06,50.5,23.45,0.0,29.51,9.16,1,0.0,29.51,20.535411724839033,21.346821416468995
54,T1,android,none,indian,hot,0,19,0,11.05,5,14.87,3.99,0,percent10,6.83,66.3,18.71,1.87,23.67,6.05,0,7.900295732995352,25.540000000000003,28.855090832277142,17.9859780312632
33,T3,ios,plus,mexican,clear,0,0,0,3.96,7,14.14,4.1,1,none,3.38,34.0,11.47,0.0,14.85,4.68,0,0.0,14.85,22.76094276094276,17.358397306397308
19,T3,ios,none,italian,clear,3,5,0,2.32,7,13.94,4.06,1,percent10,2.81,27.9,18.86,1.89,19.78,5.76,0,9.555106167846308,21.67,14.206268958543983,14.588372093023255
24,T1,android,plus,mexican,rain,0,12,0,0.87,7,8.52,4.34,0,flat3,3.52,22.3,13.23,3.0,13.75,3.82,0,21.818181818181817,16.75,25.6,8.842210909090909
51,T3,web,none,indian,clear,3,12,0,1.38,2,11.89,4.29,0,none,2.27,22.2,13.46,0.0,15.73,6.5,0,0.0,15.73,14.431023521932612,13.60584869675779
54,T3,android,pro,middle_eastern,clear,5,23,1,6.12,3,23.71,4.8,0,flat3,4.2,44.6,27.27,3.0,28.47,8.01,0,10.537407797681771,31.47,14.75237091675448,24.70936775553214
26,T1,android,none,american,hot,3,15,0,1.44,4,9.82,3.54,2,none,2.98,25.9,13.28,0.0,16.26,5.5,1,0.0,16.26,18.327183271832716,11.619729397293973
43,T3,web,plus,italian,rain,3,9,0,5.19,11,13.55,4.46,0,percent10,5.18,39.4,22.37,2.24,25.31,6.75,0,8.85025681548795,27.549999999999997,20.46621888581588,15.123962860529435
42,T1,web,none,italian,hot,1,14,0,6.38,5,17.36,3.68,0,percent20,5.35,46.8,26.03,5.21,26.17,5.32,1,19.908291937332823,31.380000000000003,20.443255636224684,17.45286969812763
23,T1,android,none,italian,clear,1,2,0,4.57,6,23.28,5.0,1,none,3.94,40.5,32.39,0.0,36.33,12.45,0,0.0,36.33,10.84503165428021,25.804723369116434
36,T1,android,plus,middle_eastern,rain,0,9,0,3.63,5,13.62,4.77,1,percent10,4.26,36.5,20.25,2.02,22.49,6.88,0,8.981769675411295,24.509999999999998,18.94175188972877,14.97654957759004
47,T2,android,none,thai,rain,0,0,0,2.55,8,13.87,4.23,0,percent20,3.66,35.3,16.4,3.28,16.78,3.75,1,19.547079856972584,20.060000000000002,21.811680572109655,14.184100119189512
58,T1,android,plus,mexican,rain,3,3,0,10.19,4,29.39,4.39,1,none,7.67,63.3,35.63,0.0,43.3,14.5,0,0.0,43.3,17.71362586605081,34.596034642032336
53,T3,android,none,thai,rain,1,9,0,0.93,4,18.82,4.27,2,none,2.91,25.3,10.03,0.0,12.94,4.21,0,0.0,12.94,22.488408037094285,23.052318392581146
22,T1,android,none,indian,rain,4,0,0,2.54,7,23.07,4.03,0,none,4.09,34.8,38.54,0.0,42.63,17.99,1,0.0,42.63,9.59418250058644,25.28337790288529
27,T1,android,plus,american,hot,2,4,0,3.64,6,14.85,3.99,2,percent10,3.91,28.8,19.22,1.92,21.21,6.49,0,9.05233380480905,23.130000000000003,18.434700612918434,16.243281471004245
36,T2,ios,none,thai,clear,2,21,0,3.38,6,13.97,4.23,1,none,3.88,36.4,19.95,0.0,23.83,7.58,0,0.0,23.83,16.281997482165337,16.2445950482585
24,T1,ios,plus,italian,clear,3,20,0,6.63,7,27.36,3.31,1,percent20,5.69,48.2,39.1,7.82,36.97,7.73,0,21.152285637002976,44.79,15.390857451988099,25.78367324857993
41,T2,ios,none,thai,clear,2,13,0,4.87,2,19.97,4.71,0,none,3.58,38.5,24.37,0.0,27.95,9.4,0,0.0,27.95,12.808586762075135,22.527874776386405
18,T1,android,none,indian,clear,0,22,0,1.91,9,22.59,4.85,0,percent10,3.41,27.1,27.53,2.75,28.19,8.83,0,9.755232351897835,30.94,12.096488116353317,23.11888967719049
22,T3,android,plus,mexican,rain,0,0,0,7.06,3,24.24,4.16,0,percent20,5.11,53.1,31.99,6.4,30.7,6.49,0,20.846905537459286,37.1,16.64495114006515,23.22144625407166
19,T2,android,none,middle_eastern,clear,6,22,1,2.54,6,22.99,4.75,0,none,3.56,32.0,30.9,0.0,34.46,13.05,0,0.0,34.46,10.33081834010447,25.365055136390016
30,T1,web,none,american,clear,0,11,0,5.25,4,16.75,4.07,1,percent10,4.5,32.6,17.16,1.72,19.94,6.43,0,8.625877632898696,21.66,22.567703109327983,19.085255767301906
50,T1,android,none,indian,cold,1,8,0,9.65,9,12.54,4.05,0,flat3,5.04,54.4,17.84,3.0,19.88,3.84,0,15.090543259557347,22.88,25.352112676056336,13.826800804828972
25,T1,ios,none,thai,cold,2,18,0,2.93,4,14.89,4.32,0,none,3.39,29.3,19.76,0.0,23.15,10.34,0,0.0,23.15,14.643628509719223,17.070436285097195
59,T3,android,plus,thai,clear,3,10,0,3.03,2,17.57,4.43,0,percent10,3.13,25.9,17.6,1.76,18.97,6.98,0,9.277807063784923,20.73,16.499736425935687,18.83889298892989
29,T2,web,none,mexican,clear,5,14,1,3.97,3,6.0,3.95,0,flat3,3.78,41.0,6.86,3.0,7.64,0.92,0,39.26701570680628,10.64,49.47643979057592,6.612565445026179
19,T1,android,none,italian,clear,4,7,0,4.06,3,21.95,4.36,2,none,3.69,31.2,23.37,0.0,27.06,9.54,0,0.0,27.06,13.636363636363638,24.943181818181817
32,T1,android,none,thai,clear,4,12,0,4.99,4,24.35,4.35,0,percent10,4.12,39.8,31.46,3.15,32.43,11.04,0,9.71322849213691,35.58,12.704286154794945,25.07832254085723
49,T3,web,none,italian,clear,2,3,0,5.98,9,18.53,3.46,0,flat3,4.14,43.1,21.74,3.0,22.88,6.67,1,13.111888111888112,25.88,18.094405594405593,19.45326048951049
22,T1,android,none,middle_eastern,clear,6,5,1,2.45,8,15.08,4.15,2,percent20,3.38,28.7,22.25,4.45,21.18,5.68,0,21.010387157695938,25.63,15.958451369216242,14.318168083097262
21,T2,ios,none,american,hot,0,13,0,4.33,9,18.46,4.17,0,none,4.09,36.1,21.19,0.0,25.28,8.95,0,0.0,25.28,16.17879746835443,21.44660601265823
53,T2,android,plus,middle_eastern,clear,2,22,0,2.2,5,9.86,4.03,1,none,3.46,24.6,12.21,0.0,15.67,5.4,0,0.0,15.67,22.08040842373963,12.037128270580727
42,T1,web,plus,italian,clear,2,4,0,6.46,8,10.51,4.03,1,none,4.83,42.7,14.61,0.0,19.44,5.28,0,0.0,19.44,24.845679012345677,13.12128086419753
32,T2,ios,none,thai,rain,2,13,0,8.04,10,28.05,4.42,0,none,5.12,57.8,28.94,0.0,34.06,11.78,1,0.0,34.06,15.032295948326482,32.26655901350558
49,T1,android,none,chinese,clear,3,1,0,3.36,4,6.81,3.69,1,percent10,3.53,27.9,10.06,1.01,12.58,3.9,1,8.028616852146264,13.59,28.060413354531,8.1741653418124
53,T1,web,none,american,clear,0,12,0,4.73,12,23.99,4.63,1,percent10,4.23,32.8,23.12,2.31,25.04,6.49,0,9.225239616613418,27.349999999999998,16.89297124600639,25.829488817891374
33,T3,ios,none,american,clear,5,20,1,9.33,5,26.16,4.2,1,flat3,6.16,68.4,31.65,3.0,34.81,7.14,1,8.618213157138753,37.81,17.696064349324907,28.534765871875898
41,T2,ios,none,american,clear,1,8,0,5.45,6,17.68,4.68,0,none,3.69,41.9,19.83,0.0,23.52,8.02,1,0.0,23.52,15.688775510204081,20.453775510204082
18,T3,android,pro,indian,clear,2,19,0,2.21,1,19.59,3.88,0,percent10,2.76,23.6,16.22,1.62,17.36,7.08,0,9.331797235023043,18.98,15.898617511520738,20.876440092165897
30,T2,android,plus,mexican,clear,4,9,0,1.58,8,21.03,4.59,1,none,2.67,21.6,23.7,0.0,26.37,9.2,1,0.0,26.37,10.12514220705347,23.159317406143344
42,T1,ios,none,chinese,clear,6,22,1,2.68,7,6.08,4.44,2,none,4.12,33.1,8.93,0.0,13.05,2.97,1,0.0,13.05,31.570881226053636,7.999509578544061
26,T2,android,none,middle_eastern,hot,3,15,0,3.77,8,14.01,3.62,1,none,3.19,36.0,15.55,0.0,18.74,6.39,0,0.0,18.74,17.022411953041626,16.39483991462113
59,T2,web,plus,mexican,hot,3,7,0,6.93,9,28.53,4.18,1,percent10,4.8,43.1,32.66,3.27,34.19,10.88,0,9.564200058496636,37.46,14.039192746417081,29.806715413863706
58,T1,android,pro,thai,clear,1,6,0,3.57,12,21.9,5.0,0,percent20,3.74,27.3,31.61,6.32,29.03,7.36,1,21.770582156389942,35.35,12.883224250775061,19.95366861867034
28,T1,ios,none,mexican,hot,5,20,1,2.11,4,18.05,4.55,1,percent20,3.81,30.7,32.35,6.47,29.69,10.33,0,21.791849107443582,36.160000000000004,12.832603570225665,16.432856180532166
34,T2,android,plus,indian,clear,3,11,0,3.69,5,20.43,3.86,1,flat3,3.52,29.1,23.41,3.0,23.93,6.93,0,12.536564981195152,26.93,14.709569577935646,20.873944839114085
25,T2,ios,none,thai,clear,0,9,0,3.82,8,13.58,4.08,0,flat3,3.66,33.5,16.99,3.0,17.65,5.18,0,16.997167138810198,20.65,20.736543909348445,14.087807365439094
39,T1,android,plus,thai,clear,2,14,0,2.75,6,13.78,4.54,1,percent10,3.52,29.6,14.02,1.4,16.14,5.4,0,8.674101610904584,17.54,21.8091697645601,15.59001239157373
23,T3,android,none,italian,clear,6,1,1,3.58,7,23.4,4.37,0,none,3.13,32.4,27.87,0.0,31.0,12.94,0,0.0,31.0,10.096774193548388,25.762645161290322
34,T1,android,none,thai,clear,6,4,1,4.76,3,13.37,3.72,0,flat3,4.03,37.7,16.68,3.0,17.71,4.61,1,16.939582156973458,20.71,22.755505364201017,14.147588932806322
41,T1,ios,none,italian,cold,1,10,0,1.46,9,32.36,3.63,0,none,3.06,25.1,29.63,0.0,32.69,13.03,0,0.0,32.69,9.360660752523708,35.38910981951667
43,T1,android,none,thai,clear,5,6,1,3.83,7,17.18,4.5,1,none,3.8,34.7,28.16,0.0,31.96,12.82,0,0.0,31.96,11.889862327909887,19.222678347934917
43,T3,ios,none,italian,clear,2,13,0,14.95,7,19.98,4.15,0,none,6.36,86.7,25.63,0.0,31.99,5.62,0,0.0,31.99,19.881212879024698,23.952266333229137
27,T1,android,none,american,clear,5,8,1,5.33,9,29.03,4.62,0,percent10,3.88,46.2,38.59,3.86,38.61,12.86,0,9.997409997409997,42.47,10.049210049210048,29.045037555037556
51,T2,ios,plus,middle_eastern,hot,3,10,0,6.99,6,22.82,4.37,0,percent10,5.05,46.9,32.35,3.24,34.16,12.01,0,9.484777517564405,37.4,14.783372365339579,24.029139344262294
47,T1,ios,none,mexican,clear,2,18,0,9.29,5,10.69,3.96,0,percent10,5.5,61.7,12.57,1.26,16.81,3.75,0,7.495538370017847,18.07,32.71861986912552,13.38634741225461
49,T2,android,plus,indian,cold,6,18,1,10.33,4,16.45,4.24,0,none,5.05,65.7,16.3,0.0,21.35,5.55,1,0.0,21.35,23.653395784543324,20.340983606557376
37,T2,android,none,thai,clear,1,7,0,3.07,3,7.49,4.1,0,none,3.17,29.5,10.51,0.0,13.68,5.42,0,0.0,13.68,23.172514619883042,9.22562134502924
55,T1,android,plus,middle_eastern,hot,2,8,0,1.53,11,19.94,4.35,0,none,3.08,25.6,22.17,0.0,25.25,11.66,0,0.0,25.25,12.198019801980198,22.37228514851485
34,T3,ios,none,thai,clear,6,15,1,7.69,7,11.55,3.94,0,none,4.54,48.2,16.31,0.0,20.85,5.71,1,0.0,20.85,21.774580335731414,14.064964028776979
51,T1,web,none,italian,clear,1,22,0,3.8,9,17.59,3.72,1,percent10,4.59,35.9,25.76,2.58,27.77,7.85,0,9.290601368383147,30.35,16.528628015844436,18.86316888728844
26,T1,android,none,mexican,clear,1,13,0,3.92,6,27.24,4.19,0,none,3.53,33.7,41.97,0.0,45.5,18.46,1,0.0,45.5,7.758241758241757,29.353345054945052
28,T2,ios,pro,italian,clear,6,1,1,5.93,7,30.17,3.95,0,percent20,4.4,48.2,43.9,8.78,39.52,12.37,0,22.216599190283397,48.300000000000004,11.133603238866396,26.82626012145749
40,T2,ios,plus,american,clear,3,14,0,4.38,11,9.38,4.58,0,none,3.92,35.3,15.21,0.0,19.13,7.43,0,0.0,19.13,20.491374803972818,11.302090956612652
41,T1,ios,none,american,clear,5,17,1,5.03,7,8.27,4.17,1,none,4.24,44.2,10.95,0.0,15.19,4.43,0,0.0,15.19,27.913100724160632,10.578413429888084
49,T2,android,plus,thai,rain,0,22,0,5.28,6,20.38,4.34,0,none,5.57,47.6,26.21,0.0,31.78,12.42,0,0.0,31.78,17.526746381371932,23.9519509125236
30,T1,web,none,italian,rain,4,22,0,7.75,6,17.69,4.12,3,none,7.1,55.4,27.55,0.0,34.65,11.0,1,0.0,34.65,20.49062049062049,21.314790764790764
54,T2,android,none,chinese,clear,0,16,0,5.61,5,9.57,4.31,0,percent10,4.31,39.3,11.29,1.13,14.47,4.05,0,7.809260539046302,15.600000000000001,29.785763648928814,11.673151347615757
31,T2,web,none,thai,rain,2,13,0,2.17,8,16.28,4.46,0,percent20,3.35,37.5,17.32,3.46,17.21,5.43,0,20.10459035444509,20.67,19.46542707728065,16.175944218477632
40,T3,android,plus,italian,hot,1,4,0,2.15,6,19.69,4.33,0,none,2.75,27.1,23.03,0.0,25.78,10.13,0,0.0,25.78,10.667183863460046,21.790368502715285
57,T2,web,pro,middle_eastern,cold,2,21,0,2.9,6,17.81,3.68,1,percent20,3.83,29.4,23.8,4.76,22.87,6.12,1,20.813292522955837,27.630000000000003,16.74682990817665,17.085763008307826
40,T2,web,pro,indian,clear,2,11,0,5.43,15,27.25,4.09,0,none,4.41,36.3,26.22,0.0,30.63,11.16,0,0.0,30.63,14.397649363369247,31.17335945151812
46,T2,web,none,american,clear,6,16,1,2.29,8,24.04,4.96,1,none,3.07,31.2,35.94,0.0,39.01,17.01,0,0.0,39.01,7.869776980261471,25.931894386054857
56,T1,android,none,american,cold,4,17,0,2.28,10,17.98,4.38,0,none,3.25,30.1,17.36,0.0,20.61,8.99,0,0.0,20.61,15.76904415332363,20.815274138767588
58,T1,web,plus,mexican,cold,0,0,0,5.2,4,28.57,4.09,0,none,4.4,38.5,29.52,0.0,33.92,12.17,0,0.0,33.92,12.971698113207546,32.276014150943396
38,T3,android,none,middle_eastern,cold,3,8,0,3.06,4,23.0,4.07,0,none,3.14,29.8,20.13,0.0,23.27,8.69,0,0.0,23.27,13.493768801031372,26.103566824237216
35,T1,ios,none,american,rain,5,16,1,9.84,8,19.45,4.74,0,percent10,6.29,68.4,25.52,2.55,29.26,8.66,0,8.71496924128503,31.810000000000002,21.496924128503075,21.93609022556391
26,T2,android,pro,indian,rain,3,11,0,3.16,5,6.0,4.43,1,flat3,4.4,35.0,7.01,3.0,8.41,0.48,0,35.6718192627824,11.41,52.318668252080855,6.998810939357908
40,T1,ios,none,italian,cold,4,15,0,6.59,4,10.17,3.81,2,none,4.5,50.8,17.38,0.0,21.88,6.43,0,0.0,21.88,20.56672760511883,12.261636197440584
56,T3,android,none,american,clear,3,13,0,4.0,5,15.05,4.95,1,percent20,3.07,32.4,16.47,3.29,16.25,2.21,0,20.246153846153845,19.54,18.892307692307693,14.846246153846156
38,T1,android,plus,american,clear,6,0,1,2.01,4,23.83,4.35,1,none,3.16,27.2,30.38,0.0,33.54,13.67,0,0.0,33.54,9.421586165772213,26.07516398330352
32,T3,android,plus,chinese,cold,4,7,0,3.1,4,11.68,4.34,1,flat3,2.95,30.1,13.01,3.0,12.96,1.9,0,23.148148148148145,15.96,22.76234567901235,11.634938271604938
22,T2,android,pro,chinese,hot,3,9,0,4.17,10,26.35,4.77,0,none,3.69,30.6,28.7,0.0,32.39,15.53,0,0.0,32.39,11.39240506329114,29.351898734177215
34,T1,android,plus,middle_eastern,clear,6,9,1,3.13,3,29.74,4.31,0,none,3.2,30.5,36.06,0.0,39.26,11.28,0,0.0,39.26,8.150789607743251,32.16404482934284
27,T2,web,none,indian,clear,1,0,0,9.2,2,20.36,4.4,0,none,5.46,60.1,17.09,0.0,22.55,6.39,0,0.0,22.55,24.212860310421284,25.28973835920177
59,T2,ios,plus,middle_eastern,hot,5,0,1,2.46,4,22.82,3.72,0,none,2.99,29.5,22.05,0.0,25.04,9.27,0,0.0,25.04,11.940894568690098,25.54491214057508
40,T1,ios,plus,mexican,clear,5,7,1,3.36,9,25.41,4.22,0,flat3,3.55,34.1,26.87,3.0,27.42,9.13,0,10.940919037199125,30.42,12.946754194018965,25.91968271334792
23,T1,web,pro,american,rain,2,20,0,5.57,3,23.39,3.81,0,none,5.7,51.1,29.43,0.0,35.13,12.83,0,0.0,35.13,16.225448334756617,27.185132365499573
20,T2,android,none,chinese,clear,6,23,1,11.64,8,18.02,4.07,0,none,6.68,71.4,23.2,0.0,29.88,6.85,0,0.0,29.88,22.356091030789827,22.048567603748324
53,T2,android,none,italian,clear,2,20,0,6.05,5,16.74,4.34,1,none,4.61,51.2,21.59,0.0,26.2,6.44,0,0.0,26.2,17.595419847328245,19.685473282442747
57,T1,android,none,american,hot,6,22,1,5.37,5,24.35,3.47,0,none,4.42,50.5,30.79,0.0,35.21,12.83,0,0.0,35.21,12.553251917069014,27.406716841806308
50,T3,android,none,chinese,cold,0,22,0,7.12,2,22.93,4.36,0,none,5.13,49.6,27.08,0.0,32.21,9.15,0,0.0,32.21,15.926730828935112,26.581999379074823
23,T1,ios,pro,indian,clear,2,16,0,8.28,9,12.61,4.54,0,percent10,5.07,52.6,16.53,1.65,19.95,5.57,0,8.270676691729323,21.599999999999998,25.413533834586467,14.771714285714285
22,T1,ios,pro,thai,clear,2,2,0,9.31,5,20.78,3.61,0,percent10,5.14,55.7,24.55,2.46,27.23,7.04,1,9.03415350716122,29.69,18.87623944179214,22.825185457216307
26,T2,ios,none,indian,clear,2,8,0,6.04,3,20.57,4.01,0,none,4.19,38.6,23.79,0.0,27.98,9.73,0,0.0,27.98,14.974982130092926,23.650353824160113
49,T1,ios,pro,middle_eastern,clear,3,17,0,4.93,7,12.06,3.72,0,flat3,3.96,40.2,14.81,3.0,15.77,4.38,0,19.023462270133166,18.77,25.110970196575778,12.79415345592898
50,T1,android,none,thai,cold,5,9,1,2.52,5,22.62,4.43,1,none,3.17,29.4,30.01,0.0,33.18,13.21,0,0.0,33.18,9.553948161543097,24.78110307414105
53,T2,ios,plus,thai,clear,3,6,0,5.15,12,18.72,4.07,0,percent10,4.23,39.4,26.57,2.66,28.14,9.27,0,9.45273631840796,30.8,15.031982942430705,19.764434968017056
22,T1,android,plus,mexican,cold,4,0,0,10.37,10,32.83,4.64,0,none,5.69,58.8,40.19,0.0,45.88,15.86,0,0.0,45.88,12.401918047079336,36.90154969485614
24,T1,web,plus,thai,hot,0,8,0,1.04,9,25.46,3.79,1,none,3.05,18.2,37.65,0.0,40.7,15.76,0,0.0,40.7,7.493857493857494,27.367936117936118
55,T2,android,plus,middle_eastern,clear,0,8,0,8.74,5,20.47,4.32,0,flat3,5.25,56.2,22.37,3.0,24.62,4.54,0,12.185215272136475,27.62,21.32412672623883,22.34073517465475
57,T2,android,plus,indian,clear,2,19,0,4.92,7,22.58,3.96,0,none,3.82,37.8,30.76,0.0,34.58,15.31,0,0.0,34.58,11.046847888953153,25.07437825332562
48,T3,android,plus,chinese,cold,0,18,0,7.57,6,20.6,4.26,0,none,5.0,44.9,20.96,0.0,25.96,8.9,0,0.0,25.96,19.260400616332817,24.567642526964562
22,T2,android,none,thai,clear,0,2,0,6.2,6,8.34,4.14,0,none,4.33,40.2,10.74,0.0,15.07,5.4,0,0.0,15.07,28.732581287325814,10.736297279362972
20,T2,android,plus,indian,hot,0,12,0,4.48,7,19.53,4.5,0,none,3.66,34.6,24.28,0.0,27.94,10.42,0,0.0,27.94,13.09949892627058,22.088332140300647
20,T1,android,none,chinese,clear,1,21,0,4.91,5,8.94,4.35,1,none,4.56,41.3,15.04,0.0,19.6,6.76,0,0.0,19.6,23.265306122448976,11.019918367346937
