order_id,age,city_tier,device,membership,cuisine,weather,day_of_week,hour,is_weekend,distance_km,prior_orders_90d,avg_basket_90d,rating_avg,support_tickets_30d,promo_type,delivery_fee,eta_minutes,basket_value,discount_amount,order_total,net_margin_usd,complaint_within_48h
105483,53,T2,android,none,american,hot,6,12,1,2.97,5,22.61,4.08,0,percent10,3.11,35.7,26.61,2.66,27.06,8.84,0
105484,40,T2,android,plus,italian,hot,1,18,0,8.74,8,18.6,3.72,0,none,4.64,53.7,23.53,0.0,28.17,8.41,0
105485,25,T3,ios,pro,mexican,rain,1,14,0,2.22,4,15.83,4.46,0,percent10,3.73,32.4,14.19,1.42,16.5,6.03,1
105486,26,T3,android,pro,middle_eastern,clear,1,8,0,6.89,4,24.98,4.19,0,none,4.6,52.4,26.08,0.0,30.68,12.47,0
105487,50,T1,web,none,chinese,cold,6,15,1,9.88,4,11.6,5.0,0,none,5.89,60.7,15.84,0.0,21.73,6.04,0
105488,54,T2,android,none,chinese,clear,0,14,0,2.97,5,13.8,3.95,3,percent10,3.24,30.9,17.66,1.77,19.13,3.93,0
105489,33,T2,android,none,mexican,clear,4,1,0,9.42,8,12.94,4.88,0,percent20,5.41,58.4,11.89,2.38,14.92,1.33,0
105490,37,T1,ios,none,chinese,rain,2,14,0,7.9,11,29.39,4.27,1,none,5.86,58.9,33.3,0.0,39.16,14.93,0
105491,50,T3,ios,none,thai,clear,2,8,0,3.52,5,18.88,4.08,0,none,3.19,31.9,24.79,0.0,27.98,10.73,0
105492,25,T1,web,none,thai,rain,4,3,0,4.72,6,10.9,3.9,0,none,4.86,46.0,14.26,0.0,19.12,7.25,0
105493,26,T3,web,pro,italian,cold,3,12,0,2.67,7,21.72,3.78,0,percent20,2.89,30.8,29.23,5.85,26.27,9.22,0
105494,50,T2,android,none,indian,rain,0,12,0,4.07,5,11.24,4.02,1,none,3.93,41.0,13.93,0.0,17.86,4.53,1
105495,25,T2,ios,plus,indian,clear,3,17,0,17.45,4,21.91,3.99,0,flat3,7.76,89.0,27.14,3.0,31.9,3.79,0
105496,50,T1,web,plus,mexican,clear,0,10,0,4.55,12,13.36,4.1,0,none,4.03,32.4,18.41,0.0,22.44,8.87,0
105497,38,T3,android,plus,italian,clear,5,17,1,3.15,7,11.01,3.99,0,percent20,2.89,28.2,12.73,2.55,13.07,3.27,1
105498,59,T2,android,none,indian,clear,6,6,1,1.52,9,22.28,4.56,1,none,2.58,25.6,25.99,0.0,28.57,11.01,0
105499,19,T1,web,none,thai,rain,5,14,1,5.39,7,15.43,3.87,0,flat3,5.29,45.2,22.36,3.0,24.65,7.54,0
105500,57,T1,android,pro,middle_eastern,hot,2,23,0,2.42,2,28.95,3.99,0,percent10,3.36,25.4,39.58,3.96,38.98,17.07,0
105501,27,T2,web,none,middle_eastern,rain,2,14,0,1.98,7,6.0,4.16,1,none,3.45,30.9,7.11,0.0,10.56,2.98,0
105502,19,T1,android,none,indian,rain,4,16,0,5.32,7,22.67,3.96,0,none,5.23,43.2,26.21,0.0,31.44,9.89,0
105503,48,T2,web,pro,chinese,clear,5,8,1,2.62,6,17.25,4.58,0,none,2.96,27.7,19.43,0.0,22.39,10.34,0
105504,40,T2,ios,plus,mexican,clear,5,16,1,7.03,5,24.6,3.92,0,flat3,4.62,44.7,35.4,3.0,37.02,11.68,0
105505,53,T1,ios,plus,middle_eastern,rain,3,20,0,1.44,5,18.87,4.13,1,percent20,3.52,27.5,23.41,4.68,22.25,4.11,0
105506,22,T2,ios,none,thai,clear,5,20,1,6.02,7,21.67,4.11,1,percent10,5.07,56.2,27.47,2.75,29.79,6.62,1
105507,21,T1,android,none,mexican,clear,2,21,0,10.88,6,17.54,4.11,1,none,7.07,62.0,23.35,0.0,30.42,7.61,0
105508,41,T3,ios,plus,middle_eastern,rain,5,7,1,5.64,10,20.79,4.99,2,none,4.76,46.3,17.02,0.0,21.78,5.96,0
105509,55,T3,web,none,thai,clear,1,20,0,7.28,3,25.87,4.68,1,none,4.69,52.0,30.04,0.0,34.73,10.82,1
105510,35,T1,web,none,middle_eastern,clear,3,8,0,2.83,7,19.55,4.42,0,none,3.7,27.2,23.79,0.0,27.49,11.61,0
105511,51,T2,web,none,middle_eastern,clear,5,20,1,7.46,10,14.24,4.34,0,none,6.02,48.2,16.54,0.0,22.56,7.23,0
105512,56,T2,ios,plus,middle_eastern,clear,1,0,0,5.59,3,14.47,4.89,0,none,4.57,35.9,21.54,0.0,26.11,9.06,0
105513,54,T3,ios,none,mexican,hot,4,21,0,4.8,8,20.93,4.18,0,percent10,4.39,39.7,30.38,3.04,31.73,9.47,0
105514,39,T1,ios,plus,italian,clear,1,5,0,8.8,8,28.14,4.13,0,percent20,5.52,52.9,36.41,7.28,34.65,6.91,0
105515,47,T2,ios,none,indian,hot,3,4,0,6.27,7,22.01,4.21,0,percent10,4.29,46.3,25.47,2.55,27.21,8.32,0
105516,40,T3,ios,none,american,clear,2,13,0,2.5,3,28.46,4.19,0,percent20,3.1,29.4,38.42,7.68,33.84,7.73,0
105517,46,T1,android,pro,chinese,clear,4,12,0,3.48,6,23.17,4.34,1,none,3.58,33.6,32.53,0.0,36.11,15.6,0
105518,41,T2,android,pro,indian,clear,5,3,1,10.01,3,16.83,4.26,1,percent10,4.68,60.8,18.53,1.85,21.36,5.79,0
105519,40,T1,ios,plus,american,cold,6,12,1,2.34,4,29.59,3.49,1,none,3.22,28.4,35.81,0.0,39.03,16.32,0
105520,36,T2,android,pro,italian,clear,2,19,0,2.34,8,12.12,4.33,1,none,2.98,23.7,18.25,0.0,21.23,8.67,0
105521,45,T1,android,none,mexican,hot,1,11,0,7.0,6,14.36,4.4,0,none,4.65,47.4,16.83,0.0,21.48,7.0,0
105522,49,T3,android,none,american,hot,6,13,1,3.4,4,18.47,4.4,2,none,3.34,33.4,29.86,0.0,33.2,13.0,0
105523,56,T1,web,none,italian,clear,2,20,0,11.03,9,13.06,4.0,0,percent20,6.48,60.7,22.03,4.41,24.1,1.87,0
105524,43,T1,web,none,american,clear,4,4,0,6.36,7,22.44,3.75,2,none,4.68,50.4,25.51,0.0,30.19,11.54,0
105525,22,T3,ios,plus,thai,rain,2,7,0,3.58,6,17.61,4.64,1,none,3.45,33.3,34.52,0.0,37.97,13.93,0
105526,42,T3,web,plus,mexican,hot,5,21,1,5.6,5,26.55,4.12,0,none,4.18,49.7,28.62,0.0,32.8,11.69,0
105527,31,T2,web,none,chinese,clear,0,3,0,2.85,4,20.93,4.08,0,none,3.13,32.4,26.94,0.0,30.07,10.11,1
105528,19,T2,android,none,american,cold,0,6,0,12.08,5,29.37,4.03,0,percent10,5.63,68.3,29.58,2.96,32.25,6.07,0
105529,21,T1,android,pro,chinese,rain,2,6,0,4.91,5,10.81,4.42,0,flat3,4.63,38.1,13.72,3.0,15.35,3.47,0
105530,42,T2,android,none,thai,hot,2,19,0,3.78,2,20.83,4.56,1,flat3,3.67,33.5,24.85,3.0,25.52,5.53,0
105531,57,T1,android,none,american,clear,5,3,1,3.13,6,19.99,4.38,1,none,3.4,31.8,26.0,0.0,29.4,10.52,0
105532,39,T1,ios,none,indian,clear,3,8,0,2.46,5,19.93,4.37,1,percent10,3.53,31.5,24.4,2.44,25.49,7.75,0
105533,36,T3,android,none,italian,clear,1,9,0,2.67,6,15.5,4.11,0,none,2.99,30.5,19.77,0.0,22.76,9.5,0
105534,21,T2,web,none,thai,cold,0,1,0,2.97,6,19.96,4.09,0,percent10,2.99,32.7,25.85,2.59,26.25,7.82,0
105535,46,T1,ios,none,chinese,clear,5,2,1,1.76,12,7.37,4.11,2,percent10,3.25,27.8,15.42,1.54,17.13,5.69,0
105536,20,T1,android,none,indian,rain,3,9,0,3.57,8,7.17,4.38,0,none,4.62,38.8,15.82,0.0,20.44,7.89,0
105537,53,T3,web,none,italian,clear,6,2,1,3.98,3,13.01,4.05,0,none,3.44,39.3,19.49,0.0,22.93,7.51,0
105538,52,T1,web,none,mexican,clear,2,23,0,5.67,6,7.13,4.44,0,none,5.17,42.7,11.49,0.0,16.66,5.16,0
105539,59,T1,ios,none,middle_eastern,clear,1,10,0,2.74,9,21.5,4.46,0,none,3.16,32.6,24.36,0.0,27.52,11.04,0
105540,29,T1,ios,none,american,hot,1,0,0,2.61,8,13.19,4.48,1,flat3,3.36,27.8,20.01,3.0,20.37,4.56,0
105541,24,T1,web,none,chinese,clear,2,14,0,4.22,7,18.72,4.1,1,percent20,3.69,39.1,22.64,4.53,21.8,5.4,0
105542,30,T1,ios,plus,chinese,hot,0,18,0,3.8,4,23.07,3.94,2,none,3.89,29.5,24.86,0.0,28.75,9.93,0
105543,51,T3,web,plus,chinese,hot,0,14,0,5.4,6,19.15,4.25,0,none,3.61,36.7,17.27,0.0,20.88,8.09,0
105544,27,T1,android,none,middle_eastern,cold,5,13,1,1.48,6,23.06,4.08,0,percent10,2.94,26.7,27.9,2.79,28.05,9.69,0
105545,55,T2,ios,none,italian,rain,4,2,0,5.63,8,15.03,4.03,0,none,5.29,46.3,15.02,0.0,20.31,5.97,0
105546,24,T2,android,none,middle_eastern,rain,3,17,0,4.18,5,17.48,4.15,0,none,4.38,39.3,21.66,0.0,26.04,9.12,0
105547,20,T2,android,none,indian,rain,3,23,0,1.13,10,14.79,4.45,0,none,4.2,26.3,15.62,0.0,19.82,8.28,0
105548,27,T2,android,plus,mexican,clear,3,8,0,3.62,8,25.66,3.95,0,none,3.34,31.0,32.96,0.0,36.3,13.94,0
105549,49,T2,android,pro,indian,clear,4,2,0,6.76,6,12.02,4.83,0,percent10,4.24,41.6,17.07,1.71,19.6,6.45,0
105550,43,T2,android,none,mexican,hot,2,5,0,4.5,4,20.09,4.43,1,flat3,3.83,35.8,21.48,3.0,22.31,6.98,0
105551,32,T2,android,none,indian,clear,5,15,1,3.86,4,27.05,4.09,1,none,3.52,38.9,20.79,0.0,24.31,7.87,0
105552,45,T2,android,none,chinese,clear,0,15,0,2.8,5,20.68,4.5,0,none,3.4,28.2,29.81,0.0,33.21,13.46,0
105553,45,T2,web,none,chinese,rain,5,21,1,1.47,3,14.25,3.94,0,none,3.81,35.0,17.64,0.0,21.45,8.42,0
105554,41,T2,ios,none,thai,hot,5,9,1,4.34,5,19.85,4.3,2,flat3,3.93,37.2,26.13,3.0,27.06,6.64,1
105555,39,T1,ios,plus,thai,clear,3,21,0,7.73,6,17.31,4.4,0,percent10,5.62,55.8,18.55,1.86,22.31,6.52,0
105556,22,T2,android,none,mexican,hot,2,6,0,10.01,7,24.37,4.48,0,percent10,6.03,63.5,34.21,3.42,36.82,8.88,1
105557,28,T2,web,plus,chinese,clear,6,12,1,2.29,3,22.77,4.2,1,none,2.86,28.0,16.73,0.0,19.59,6.92,1
105558,40,T1,android,plus,chinese,clear,5,15,1,4.59,11,22.23,3.87,1,percent20,3.92,37.9,23.08,4.62,22.38,6.22,0
105559,23,T3,android,none,italian,cold,6,6,1,4.74,8,26.3,4.25,0,flat3,3.67,36.0,38.47,3.0,39.14,11.84,0
105560,37,T1,android,pro,middle_eastern,clear,0,8,0,3.29,7,21.67,4.68,0,none,3.8,28.0,22.14,0.0,25.94,9.61,0
105561,22,T1,web,plus,thai,rain,4,19,0,7.81,6,12.48,4.01,0,percent10,6.11,60.0,19.44,1.94,23.61,4.62,0
105562,51,T3,web,none,indian,cold,0,13,0,4.86,5,18.2,4.0,0,percent10,3.38,36.8,22.4,2.24,23.54,6.06,0
105563,22,T1,ios,pro,indian,clear,0,14,0,1.91,6,19.56,4.16,2,percent10,2.91,23.3,26.76,2.68,26.99,9.36,0
105564,21,T1,ios,plus,italian,clear,0,14,0,3.9,9,21.07,4.45,1,none,3.74,28.1,32.45,0.0,36.19,15.8,0
105565,44,T1,android,none,chinese,cold,5,18,1,7.03,4,22.01,3.86,0,none,4.65,52.2,23.69,0.0,28.34,9.82,1
105566,27,T3,ios,none,italian,rain,5,23,1,2.05,4,22.02,4.03,0,none,4.42,37.2,34.3,0.0,38.72,15.51,0
105567,32,T2,android,none,middle_eastern,cold,6,9,1,4.19,5,11.32,3.89,0,none,3.51,35.6,13.91,0.0,17.42,6.4,0
105568,31,T2,android,plus,chinese,hot,4,8,0,4.39,1,20.15,4.58,0,percent10,3.47,30.7,24.24,2.42,25.29,8.46,0
105569,27,T2,web,pro,thai,rain,3,21,0,4.86,3,18.85,3.92,0,none,5.03,50.2,27.64,0.0,32.67,12.02,0
105570,49,T2,web,none,mexican,clear,1,11,0,6.44,2,19.11,4.29,1,none,4.61,43.4,21.05,0.0,25.66,8.74,0
105571,47,T3,android,none,thai,clear,4,22,0,3.02,5,20.34,4.02,1,percent10,3.49,31.1,32.84,3.28,33.05,11.21,0
105572,28,T3,android,none,mexican,clear,6,21,1,11.07,6,17.42,4.38,1,flat3,6.98,73.0,15.31,3.0,19.29,1.67,0
105573,46,T1,android,plus,mexican,clear,2,17,0,5.23,8,13.92,4.58,0,none,3.87,32.0,23.3,0.0,27.17,10.02,0
105574,47,T3,android,none,chinese,hot,4,17,0,13.12,6,17.28,4.19,0,none,6.49,80.8,18.28,0.0,24.77,6.01,1
105575,40,T2,android,none,middle_eastern,cold,3,22,0,3.32,12,24.83,4.51,1,percent10,4.46,32.7,24.54,2.45,26.55,6.98,0
105576,42,T1,ios,none,chinese,cold,3,6,0,5.86,11,12.35,4.45,1,none,4.6,41.7,24.08,0.0,28.68,9.33,0
105577,57,T1,android,plus,chinese,cold,5,10,1,0.77,4,29.4,4.33,1,none,2.55,20.4,28.19,0.0,30.74,12.04,0
105578,37,T2,android,none,indian,clear,2,13,0,11.64,5,7.7,4.56,0,none,5.65,66.8,7.99,0.0,13.64,0.78,0
105579,34,T1,android,none,indian,clear,6,4,1,5.39,7,20.23,5.0,0,flat3,4.05,41.4,29.77,3.0,30.82,10.15,0
105580,40,T2,ios,none,italian,clear,6,12,1,3.31,8,14.13,4.68,0,flat3,3.36,34.4,21.55,3.0,21.91,5.52,0
105581,53,T1,android,none,american,rain,0,15,0,1.69,6,18.89,3.69,0,none,4.05,28.7,22.61,0.0,26.66,10.33,0
105582,47,T2,android,none,chinese,cold,3,12,0,5.46,12,22.19,3.77,1,none,3.84,41.1,21.38,0.0,25.22,7.83,1
105583,21,T1,ios,none,indian,hot,0,15,0,3.08,5,24.64,4.22,0,none,3.24,29.9,27.93,0.0,31.17,13.66,0
105584,37,T3,ios,plus,mexican,hot,2,2,0,7.58,12,27.69,3.54,1,percent10,4.61,47.6,30.54,3.05,32.1,9.59,0
105585,49,T1,android,none,mexican,clear,2,11,0,10.84,4,9.7,4.2,0,percent10,6.84,61.7,11.18,1.12,16.9,2.57,0
105586,27,T1,ios,none,mexican,clear,4,22,0,4.93,9,13.73,3.72,0,flat3,4.94,45.1,18.14,3.0,20.08,5.94,0
105587,59,T1,android,none,indian,clear,2,6,0,6.93,7,15.55,4.3,1,flat3,4.3,46.3,23.67,3.0,24.97,6.24,0
105588,51,T2,ios,none,chinese,rain,2,10,0,3.64,8,13.27,4.38,0,none,4.24,41.0,17.54,0.0,21.78,7.76,0
105589,53,T2,android,none,italian,clear,5,14,1,1.03,7,20.34,4.19,0,flat3,2.63,25.1,28.36,3.0,27.99,10.69,0
105590,21,T2,web,none,american,hot,5,15,1,5.7,9,22.55,4.13,1,none,4.18,47.3,25.06,0.0,29.24,9.21,1
105591,42,T1,web,none,thai,clear,0,4,0,6.59,5,7.84,4.0,0,percent20,4.38,43.6,10.14,2.03,12.49,1.52,0
105592,40,T3,ios,none,american,rain,2,2,0,3.68,4,11.22,4.28,0,none,4.32,38.3,16.19,0.0,20.51,8.03,0
105593,44,T2,web,pro,mexican,hot,5,18,1,1.56,6,18.97,3.82,0,none,2.86,25.0,20.91,0.0,23.77,11.32,1
105594,53,T1,android,none,italian,clear,0,12,0,3.06,10,18.91,3.93,0,percent10,3.76,26.2,21.51,2.15,23.12,8.35,0
105595,32,T2,ios,none,mexican,rain,3,21,0,5.51,12,27.25,4.39,2,none,5.48,50.1,34.1,0.0,39.58,13.06,1
105596,40,T2,android,pro,italian,hot,3,23,0,3.6,7,12.56,4.12,0,flat3,3.85,30.8,17.0,3.0,17.85,5.25,0
105597,46,T2,android,none,chinese,cold,4,3,0,3.9,9,14.48,4.08,3,flat3,3.66,33.3,15.69,3.0,16.35,4.0,0
105598,49,T1,android,plus,thai,clear,4,8,0,9.9,8,28.97,4.58,1,percent10,5.58,60.3,28.77,2.88,31.47,7.45,1
105599,50,T1,ios,none,italian,rain,3,19,0,5.35,8,15.85,4.23,0,none,5.34,46.3,19.5,0.0,24.84,10.6,0
105600,32,T2,ios,plus,chinese,clear,2,7,0,12.63,6,24.29,4.08,0,none,7.3,65.9,28.66,0.0,35.96,10.11,1
105601,59,T1,web,pro,thai,clear,5,4,1,1.83,9,18.31,4.48,1,percent20,2.85,26.5,21.6,4.32,20.13,6.5,0
105602,18,T1,ios,none,indian,clear,2,3,0,1.6,10,17.34,3.93,0,none,2.82,23.6,27.08,0.0,29.9,12.56,0
105603,38,T3,web,pro,indian,rain,3,12,0,6.28,9,23.33,3.13,1,none,5.48,47.7,30.71,0.0,36.19,13.42,1
105604,43,T2,web,none,italian,clear,2,9,0,8.13,7,16.07,4.73,0,flat3,5.29,48.6,20.52,3.0,22.81,4.46,0
105605,20,T1,web,none,thai,rain,2,22,0,6.12,5,14.45,3.83,0,percent10,5.85,55.0,19.48,1.95,23.38,6.65,0
105606,36,T1,android,none,american,clear,4,23,0,14.47,6,23.12,4.83,1,none,7.25,73.8,34.94,0.0,42.19,11.5,0
105607,43,T2,android,none,mexican,clear,4,1,0,10.16,4,12.29,4.05,0,percent10,5.67,62.3,17.07,1.71,21.03,3.8,1
105608,43,T1,ios,none,chinese,hot,6,21,1,8.57,7,23.43,3.59,2,none,5.8,50.8,36.13,0.0,41.93,9.97,1
105609,22,T1,web,pro,italian,clear,3,2,0,2.76,6,18.99,3.92,1,flat3,3.25,26.9,28.53,3.0,28.78,10.9,1
105610,29,T1,android,plus,italian,clear,5,17,1,2.59,8,15.61,4.38,0,percent10,3.34,30.1,21.94,2.19,23.09,7.38,0
105611,28,T2,android,plus,italian,clear,2,23,0,8.79,7,24.96,4.79,1,none,5.13,50.6,39.2,0.0,44.33,16.18,0
105612,44,T2,android,none,thai,clear,6,8,1,3.88,7,15.05,4.56,0,none,3.58,38.4,18.9,0.0,22.48,9.13,0
105613,31,T1,android,none,american,clear,6,3,1,7.39,5,17.72,4.6,0,percent10,5.07,51.9,23.09,2.31,25.85,5.77,0
105614,42,T1,web,none,thai,hot,4,1,0,3.88,8,7.0,3.81,0,percent20,3.65,33.3,10.88,2.18,12.35,3.02,0
105615,48,T2,android,none,italian,rain,5,8,1,1.43,3,10.66,4.54,0,none,3.76,33.3,12.97,0.0,16.73,6.78,0
105616,51,T2,android,none,italian,clear,4,22,0,9.22,6,24.63,4.17,0,none,5.64,64.0,30.15,0.0,35.79,11.86,0
105617,25,T2,ios,pro,indian,clear,1,11,0,6.43,7,21.03,4.86,0,none,4.58,43.2,21.11,0.0,25.69,10.25,0
105618,55,T1,android,plus,american,hot,6,10,1,3.11,3,27.98,4.41,0,percent20,3.77,29.0,30.64,6.13,28.28,8.47,0
105619,24,T2,android,none,middle_eastern,clear,5,0,1,1.1,5,17.13,4.38,0,none,2.68,23.9,24.43,0.0,27.11,10.83,0
105620,18,T3,ios,none,indian,clear,2,15,0,12.28,8,18.17,3.76,3,none,5.79,65.2,23.15,0.0,28.94,6.56,0
105621,19,T2,android,none,indian,clear,1,4,0,7.34,5,27.69,4.47,1,percent20,5.28,47.2,33.21,6.64,31.85,8.14,0
105622,26,T1,web,none,chinese,hot,4,16,0,6.67,8,21.47,4.03,1,percent10,4.7,47.3,20.97,2.1,23.57,6.77,0
105623,54,T2,ios,plus,american,hot,3,19,0,7.6,5,29.79,4.49,1,flat3,5.12,49.4,46.35,3.0,48.47,16.15,0
105624,26,T1,web,none,chinese,clear,5,18,1,1.99,7,16.18,4.18,0,percent20,3.14,30.3,20.5,4.1,19.54,7.23,0
105625,47,T1,android,none,indian,clear,1,12,0,10.17,6,17.43,4.07,1,none,6.39,47.1,21.45,0.0,27.84,8.77,0
105626,35,T1,ios,none,italian,hot,3,15,0,0.61,8,14.31,4.43,0,flat3,2.76,21.1,20.59,3.0,20.35,7.26,0
105627,19,T3,ios,pro,italian,clear,0,9,0,2.68,5,23.25,4.3,0,flat3,2.88,26.0,28.46,3.0,28.34,10.31,0
105628,36,T1,ios,plus,italian,clear,4,17,0,2.99,2,15.73,3.81,0,none,3.38,29.2,20.69,0.0,24.07,8.76,0
105629,19,T3,android,pro,mexican,hot,2,16,0,2.91,6,30.07,4.78,0,percent10,3.12,29.9,30.69,3.07,30.74,11.31,0
105630,37,T2,android,none,chinese,clear,1,4,0,4.16,7,7.97,4.18,0,none,3.57,31.6,8.99,0.0,12.56,4.01,0
105631,41,T2,android,none,indian,clear,3,7,0,7.06,3,17.73,4.55,0,none,4.94,46.9,17.8,0.0,22.74,6.49,0
105632,39,T1,web,none,indian,rain,3,18,0,1.99,3,15.46,4.21,0,none,4.24,34.1,12.52,0.0,16.76,6.86,1
105633,29,T2,web,pro,american,rain,2,10,0,1.63,6,21.51,3.94,1,none,3.66,29.0,30.26,0.0,33.92,13.03,0
105634,50,T1,android,none,thai,clear,6,5,1,7.94,10,14.41,4.18,0,flat3,5.07,58.5,27.15,3.0,29.22,7.42,1
105635,43,T2,ios,plus,chinese,clear,0,23,0,3.51,8,21.3,4.44,1,none,4.14,34.8,32.3,0.0,36.44,13.79,0
105636,28,T1,ios,none,middle_eastern,clear,2,20,0,2.83,4,21.4,5.0,0,percent10,4.18,31.2,29.58,2.96,30.8,9.75,0
105637,36,T1,ios,none,mexican,clear,1,18,0,11.0,12,22.27,4.6,2,none,6.13,60.6,32.27,0.0,38.4,12.87,0
105638,22,T2,android,none,american,clear,6,10,1,7.44,8,28.37,4.06,0,percent10,4.56,49.2,34.56,3.46,35.66,10.64,1
105639,56,T1,web,none,american,clear,1,13,0,2.69,4,18.68,3.72,0,flat3,3.13,31.1,23.63,3.0,23.76,7.98,1
105640,49,T1,ios,plus,italian,clear,1,22,0,0.99,9,19.51,4.26,0,flat3,3.07,22.6,25.88,3.0,25.95,8.33,0
105641,30,T3,ios,pro,thai,clear,4,12,0,4.99,10,18.85,4.27,1,none,3.79,37.1,20.42,0.0,24.21,8.95,0
105642,46,T1,ios,plus,thai,clear,1,19,0,2.74,11,12.48,4.6,0,none,3.55,26.9,13.83,0.0,17.38,6.85,0
105643,46,T1,ios,none,mexican,rain,1,20,0,7.31,8,24.77,4.71,0,flat3,5.75,58.6,30.99,3.0,33.74,7.93,0
105644,43,T1,android,plus,thai,rain,1,19,0,7.63,5,15.34,4.47,0,none,6.14,54.0,19.78,0.0,25.92,8.13,0
105645,20,T1,web,none,italian,cold,3,14,0,4.08,6,25.35,4.58,0,flat3,4.03,34.1,32.15,3.0,33.18,13.26,0
105646,54,T2,android,plus,indian,rain,5,8,1,3.11,11,14.72,4.18,0,none,4.51,40.7,20.69,0.0,25.2,9.62,0
105647,58,T1,web,plus,indian,hot,3,8,0,4.19,5,11.22,4.55,0,none,3.78,30.3,15.56,0.0,19.34,7.85,0
105648,58,T2,web,none,mexican,clear,6,19,1,3.76,6,6.0,4.36,0,percent10,3.86,39.0,9.84,0.98,12.72,4.04,1
105649,59,T2,ios,none,middle_eastern,hot,1,10,0,5.87,5,23.1,4.95,0,none,4.31,39.2,23.04,0.0,27.35,9.66,0
105650,57,T1,ios,none,chinese,clear,5,5,1,4.32,4,26.75,4.33,0,percent10,3.83,40.0,32.5,3.25,33.08,9.58,0
105651,49,T3,android,none,thai,hot,5,4,1,5.96,5,20.08,4.18,0,percent10,3.89,49.7,24.57,2.46,26.0,7.59,0
105652,20,T3,android,pro,chinese,cold,0,14,0,3.93,4,13.85,4.52,0,none,3.35,33.7,14.07,0.0,17.42,7.37,0
105653,37,T1,ios,plus,thai,clear,4,23,0,2.71,5,14.18,4.78,0,percent20,3.61,29.1,18.22,3.64,18.19,5.15,0
105654,28,T1,android,none,chinese,cold,6,9,1,4.87,8,16.29,4.54,1,percent10,4.03,36.3,16.7,1.67,19.06,4.97,1
105655,27,T1,android,none,mexican,rain,4,15,0,3.0,12,24.51,4.4,1,none,4.08,33.9,39.83,0.0,43.91,15.22,0
105656,52,T1,web,plus,american,hot,1,7,0,9.44,7,19.58,4.23,0,percent20,5.09,56.7,19.92,3.98,21.03,4.15,0
105657,52,T2,android,none,italian,clear,3,9,0,5.64,4,9.0,3.94,1,none,4.29,40.8,13.0,0.0,17.29,4.67,0
105658,39,T2,android,none,middle_eastern,clear,6,9,1,2.87,4,12.5,4.66,0,percent20,3.27,31.7,16.64,3.33,16.58,4.88,0
105659,48,T1,android,plus,indian,hot,2,8,0,5.85,8,22.41,4.67,0,none,4.35,32.3,24.33,0.0,28.68,10.59,0
105660,23,T1,ios,none,indian,clear,3,20,0,5.88,9,26.3,3.51,1,none,5.1,43.6,37.26,0.0,42.36,16.16,0
105661,27,T1,android,none,chinese,clear,4,21,0,5.2,9,22.86,3.95,0,none,4.85,41.9,31.19,0.0,36.04,14.59,0
105662,54,T3,ios,none,chinese,clear,5,6,1,3.07,6,12.77,4.5,1,none,2.83,32.5,13.21,0.0,16.04,5.26,0
105663,36,T3,android,none,italian,clear,6,8,1,7.41,10,17.68,4.08,0,none,4.69,52.0,22.16,0.0,26.85,8.76,0
105664,40,T1,android,pro,middle_eastern,rain,4,0,0,7.45,7,27.36,4.45,1,none,5.91,51.1,30.36,0.0,36.27,12.85,1
105665,37,T2,android,plus,chinese,hot,3,18,0,2.62,6,19.76,3.9,3,none,3.06,27.7,25.01,0.0,28.07,8.97,1
105666,26,T2,android,pro,italian,hot,2,16,0,2.06,6,10.41,3.96,0,none,2.61,23.8,14.97,0.0,17.58,8.72,0
105667,52,T2,web,pro,indian,rain,4,20,0,3.3,4,15.96,3.85,0,none,5.54,36.6,16.95,0.0,22.49,8.97,0
105668,49,T2,android,none,american,rain,0,13,0,6.29,9,6.0,4.21,0,percent10,5.06,49.8,9.14,0.91,13.29,2.33,1
105669,46,T3,android,none,mexican,cold,3,21,0,3.25,5,19.71,4.25,1,none,3.52,32.3,21.94,0.0,25.46,9.47,0
105670,32,T1,android,plus,indian,clear,2,3,0,5.9,9,29.17,3.83,0,flat3,4.53,43.0,36.32,3.0,37.85,12.37,0
105671,45,T1,android,none,mexican,rain,6,8,1,7.4,5,27.95,3.89,1,flat3,5.65,55.3,36.41,3.0,39.06,9.99,1
105672,58,T3,android,pro,chinese,hot,5,10,1,1.77,6,19.71,4.1,0,percent20,2.49,27.1,25.85,5.17,23.17,8.18,1
105673,45,T1,android,none,italian,hot,1,18,0,7.2,7,13.78,4.13,1,none,5.25,45.3,19.17,0.0,24.42,6.98,0
105674,38,T1,web,none,chinese,hot,4,5,0,4.11,7,17.8,3.98,0,flat3,3.49,39.2,17.73,3.0,18.22,4.99,0
105675,29,T2,android,plus,american,clear,3,7,0,12.92,13,20.98,4.46,0,none,6.36,81.4,24.7,0.0,31.06,7.63,1
105676,39,T2,ios,pro,indian,clear,5,2,1,4.01,8,27.57,4.1,0,none,3.46,36.3,32.44,0.0,35.9,15.01,0
105677,33,T2,ios,plus,thai,rain,3,22,0,2.95,9,22.3,4.3,1,none,4.63,37.2,18.46,0.0,23.09,8.54,0
105678,43,T2,android,none,american,rain,4,10,0,5.51,8,7.85,4.39,0,none,5.33,46.8,9.8,0.0,15.13,4.66,1
105679,19,T2,ios,none,indian,clear,5,0,1,5.71,6,22.74,3.94,0,none,3.91,45.2,23.62,0.0,27.53,9.89,1
